Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptomyces sp. ID05-04B","3028661.3","JARDAD010000221","fig|3028661.3.peg.6776","PYK79_41085",,"PATRIC.3028661.3.JARDAD010000221.CDS.13416.13958.fwd","PATRIC","CDS",13416,13958,543,"+",,,,,180,,"SLATT domain-containing protein",
"Streptomyces sp. NRRL_B-2249","3028697.4","JARAWA010000003","fig|3028697.4.peg.4367","PV339_14560",,"PATRIC.3028697.4.JARAWA010000003.CDS.311472.312029.fwd","PATRIC","CDS",311472,312029,558,"+",,"PLF_1883_00639308","PGF_12703034",,185,,"SLATT domain-containing protein",
"Nocardiopsis sp. N85","3029400.3","JARBUT010000006","fig|3029400.3.peg.5142","PWG71_10370",,"PATRIC.3029400.3.JARBUT010000006.CDS.11780.12721.fwd","PATRIC","CDS",11780,12721,942,"+",,,,,313,,"SLATT domain-containing protein",
"Nocardiopsis sp. N85","3029400.4","JARBUT010000006","fig|3029400.4.peg.5142","PWG71_10370",,"PATRIC.3029400.4.JARBUT010000006.CDS.11780.12721.fwd","PATRIC","CDS",11780,12721,942,"+",,,,,313,,"SLATT domain-containing protein",
"Nocardiopsis sp. N85","3029400.6","JARBUT010000006","fig|3029400.6.peg.5142","PWG71_10370",,"PATRIC.3029400.6.JARBUT010000006.CDS.11780.12721.fwd","PATRIC","CDS",11780,12721,942,"+",,,,,313,,"SLATT domain-containing protein",
"Pseudomonas putida DS2","303.1003","JAMHFX010000207","fig|303.1003.peg.3995","M8C81_19545",,"PATRIC.303.1003.JAMHFX010000207.CDS.27491.28108.fwd","PATRIC","CDS",27491,28108,618,"+",,,,,205,,"SLATT domain-containing protein",
"Pseudomonas putida 700478","303.1084","JANHKR010000001","fig|303.1084.peg.702","NPS20_03525",,"PATRIC.303.1084.JANHKR010000001.CDS.760905.761519.fwd","PATRIC","CDS",760905,761519,615,"+",,,,,204,,"SLATT domain-containing protein",
"Pseudomonas putida XMS-1","303.1265","CP141064","fig|303.1265.peg.632","SO572_03265",,"PATRIC.303.1265.CP141064.CDS.715494.716111.fwd","PATRIC","CDS",715494,716111,618,"+",,,,,205,,"SLATT domain-containing protein",
"Pseudomonas sp. ChxA","3035473.3","JARPMK010000001","fig|3035473.3.peg.2254","P5706_10920",,"PATRIC.3035473.3.JARPMK010000001.CDS.2428555.2429064.fwd","PATRIC","CDS",2428555,2429064,510,"+",,"PLF_286_00324222","PGF_09549226",,169,,"SLATT domain-containing protein",
"Pseudomonas sp. ChxA","3035473.5","JARPMK010000001","fig|3035473.5.peg.2254","P5706_10920",,"PATRIC.3035473.5.JARPMK010000001.CDS.2428555.2429064.fwd","PATRIC","CDS",2428555,2429064,510,"+",,"PLF_286_00324222","PGF_09549226",,169,,"SLATT domain-containing protein",
"Leptolyngbyaceae cyanobacterium MO_188.B28","3036643.3","JASJDH010000039","fig|3036643.3.peg.1536","QNJ46_05615",,"PATRIC.3036643.3.JASJDH010000039.CDS.12520.12873.rev","PATRIC","CDS",12520,12873,354,"-",,,,,117,,"SLATT domain-containing protein",
"Leptolyngbyaceae cyanobacterium MO_188.B28","3036643.5","JASJDH010000039","fig|3036643.5.peg.1536","QNJ46_05615",,"PATRIC.3036643.5.JASJDH010000039.CDS.12520.12873.rev","PATRIC","CDS",12520,12873,354,"-",,,,,117,,"SLATT domain-containing protein",
"Streptomyces sp. PH10-H1","3046212.4","JASISZ010000011","fig|3046212.4.peg.707","QMK24_10235",,"PATRIC.3046212.4.JASISZ010000011.CDS.121184.121654.rev","PATRIC","CDS",121184,121654,471,"-",,,,,156,,"SLATT domain-containing protein",
"Rhodococcus sp. IEGM 1237","3047095.3","JASHLA010000028","fig|3047095.3.peg.3268","QM822_29695",,"PATRIC.3047095.3.JASHLA010000028.CDS.1820.2404.fwd","PATRIC","CDS",1820,2404,585,"+",,"PLF_1827_00138272","PGF_03156453",,194,,"SLATT domain-containing protein",
"Rhodococcus sp. IEGM 1237","3047095.4","JASHLA010000028","fig|3047095.4.peg.3261","QM822_29695",,"PATRIC.3047095.4.JASHLA010000028.CDS.1820.2404.fwd","PATRIC","CDS",1820,2404,585,"+",,,,,194,,"SLATT domain-containing protein",
"Rhodococcus sp. IEGM 1237","3047095.5","JASHLA010000028","fig|3047095.5.peg.3268","QM822_29695",,"PATRIC.3047095.5.JASHLA010000028.CDS.1820.2404.fwd","PATRIC","CDS",1820,2404,585,"+",,"PLF_1827_00138272","PGF_03156453",,194,,"SLATT domain-containing protein",
"Cryobacterium sp. 10S3","3048582.3","CP133773","fig|3048582.3.peg.3293","RHM57_16075",,"PATRIC.3048582.3.CP133773.CDS.3457339.3457905.fwd","PATRIC","CDS",3457339,3457905,567,"+",,,,,188,,"SLATT domain-containing protein",
"Cryobacterium sp. 10S3","3048582.4","JASJVJ010000019","fig|3048582.4.peg.1863","QN355_09135",,"PATRIC.3048582.4.JASJVJ010000019.CDS.31949.32515.rev","PATRIC","CDS",31949,32515,567,"-",,,,,188,,"SLATT domain-containing protein",
"Ralstonia solanacearum UW128","305.1267","JALNIQ010000064","fig|305.1267.peg.4325","M0F07_24460",,"PATRIC.305.1267.JALNIQ010000064.CDS.1235.1876.fwd","PATRIC","CDS",1235,1876,642,"+",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum CCRMRs283","305.1324","JAIVEZ010000055","fig|305.1324.peg.5105","LBW61_24280",,"PATRIC.305.1324.JAIVEZ010000055.CDS.1157.1798.fwd","PATRIC","CDS",1157,1798,642,"+",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum CCRMRs294","305.1327","JAIVEW010000056","fig|305.1327.peg.5135","LBW49_24415",,"PATRIC.305.1327.JAIVEW010000056.CDS.1157.1798.fwd","PATRIC","CDS",1157,1798,642,"+",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum CCRMRs286","305.1328","JAIVEV010000058","fig|305.1328.peg.5111","LBW51_24300",,"PATRIC.305.1328.JAIVEV010000058.CDS.1157.1798.fwd","PATRIC","CDS",1157,1798,642,"+",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum CCRMRs317","305.1332","JAIVFF010000052","fig|305.1332.peg.5172","LBW47_24525",,"PATRIC.305.1332.JAIVFF010000052.CDS.3428.4069.rev","PATRIC","CDS",3428,4069,642,"-",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum UW190","305.1336","JAQPQN010000078","fig|305.1336.peg.4690","PP728_24660",,"PATRIC.305.1336.JAQPQN010000078.CDS.3394.4035.rev","PATRIC","CDS",3394,4035,642,"-",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum UW158","305.1344","JAQPQG010000048","fig|305.1344.peg.4015","PP715_23035",,"PATRIC.305.1344.JAQPQG010000048.CDS.20492.21133.rev","PATRIC","CDS",20492,21133,642,"-",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Ralstonia solanacearum UW132","305.1348","JAQPQF010000066","fig|305.1348.peg.4483","PP723_24535",,"PATRIC.305.1348.JAQPQF010000066.CDS.1235.1876.fwd","PATRIC","CDS",1235,1876,642,"+",,"PLF_48736_00031657","PGF_05769881",,213,,"SLATT domain-containing protein",
"Variovorax sp. J22R133","3053503.3","JASZYG010000016","fig|3053503.3.peg.2058","QTI66_31775",,"PATRIC.3053503.3.JASZYG010000016.CDS.48275.48802.rev","PATRIC","CDS",48275,48802,528,"-",,,,,175,,"SLATT domain-containing protein",
"Variovorax sp. J22R133","3053503.5","JASZYG010000016","fig|3053503.5.peg.2058","QTI66_31775",,"PATRIC.3053503.5.JASZYG010000016.CDS.48275.48802.rev","PATRIC","CDS",48275,48802,528,"-",,,,,175,,"SLATT domain-containing protein",
"Polyangia bacterium SMAG_U8418","3058050.43","DATEXL010000333","fig|3058050.43.peg.2919","VJ860_13195",,"PATRIC.3058050.43.DATEXL010000333.CDS.1.768.rev","PATRIC","CDS",1,768,768,"-",,,,,256,,"SLATT domain-containing protein",
"Pseudomonas sp. MCPNR19-03","306.296","JALIHN010000016","fig|306.296.peg.3304","MUW57_18520",,"PATRIC.306.296.JALIHN010000016.CDS.51611.52120.rev","PATRIC","CDS",51611,52120,510,"-",,"PLF_286_00324222","PGF_09549226",,169,,"SLATT domain-containing protein",
"Pseudomonas sp. CGS1Y1-bin56","306.643","JAVWFX010000455","fig|306.643.peg.6372","RR517_31035",,"PATRIC.306.643.JAVWFX010000455.CDS.415.892.rev","PATRIC","CDS",415,892,478,"-",,,"PGF_00467369",,158,,"SLATT domain-containing protein",
"Synechococcaceae cyanobacterium ELA739","3064520.3","JBAXXM010000014","fig|3064520.3.peg.2510","WCQ20_11480",,"PATRIC.3064520.3.JBAXXM010000014.CDS.20475.21029.fwd","PATRIC","CDS",20475,21029,555,"+",,,,,184,,"SLATT domain-containing protein",
"Streptomyces sp. PmtA","3074275.3","JAWDJA010000005","fig|3074275.3.peg.5989","RB196_18415",,"PATRIC.3074275.3.JAWDJA010000005.CDS.545416.546206.rev","PATRIC","CDS",545416,546206,791,"-",,,,,,,"SLATT domain-containing protein",
"Streptomyces sp. DSM 40473","3075519.3","JAVRFI010000006","fig|3075519.3.peg.2660","RM609_12725",,"PATRIC.3075519.3.JAVRFI010000006.CDS.196604.197053.rev","PATRIC","CDS",196604,197053,450,"-",,,,,149,,"SLATT domain-containing protein",
"Rhodococcus sp. IEGM 1304","3082227.3","JAWLSD010000034","fig|3082227.3.peg.3809","R4P71_31450",,"PATRIC.3082227.3.JAWLSD010000034.CDS.1776.2360.fwd","PATRIC","CDS",1776,2360,585,"+",,"PLF_1827_00138272","PGF_03156453",,194,,"SLATT domain-containing protein",
"Pseudomonas sp. MH2","3110229.3","JAYFUI010000187","fig|3110229.3.peg.3836","VA602_19180",,"PATRIC.3110229.3.JAYFUI010000187.CDS.36607.37155.rev","PATRIC","CDS",36607,37155,549,"-",,,,,182,,"SLATT domain-containing protein",
"Rhodococcus sp. IEGM 1306","3111764.3","JAZHFF010000025","fig|3111764.3.peg.3195","V3587_29975",,"PATRIC.3111764.3.JAZHFF010000025.CDS.17365.17949.rev","PATRIC","CDS",17365,17949,585,"-",,"PLF_1827_00138272","PGF_03156453",,194,,"SLATT domain-containing protein",
"Salipiger pacificus strain 6D45A","311180.23","JADFFK010000053","fig|311180.23.peg.4718","IQ782_28875",,"PATRIC.311180.23.JADFFK010000053.CDS.24.617.rev","PATRIC","CDS",24,617,594,"-",,,,,197,,"SLATT domain-containing protein",
"Serratia sp. TMDUHS_CL","3128862.3","JBBBDV010000006","fig|3128862.3.peg.2692","WCL58_13085",,"PATRIC.3128862.3.JBBBDV010000006.CDS.54536.55069.fwd","PATRIC","CDS",54536,55069,534,"+",,,,,177,,"SLATT domain-containing protein",
"Thioclava sp. GXIMD4216","3131929.3","CP149928","fig|3131929.3.peg.3522","WDB88_17260",,"PATRIC.3131929.3.CP149928.CDS.422578.423213.rev","PATRIC","CDS",422578,423213,636,"-",,,,,211,,"SLATT domain-containing protein",
"Pseudomonas otitidis BC12","319939.59","CP102328","fig|319939.59.peg.591","NRL37_02915",,"PATRIC.319939.59.CP102328.CDS.621377.621991.rev","PATRIC","CDS",621377,621991,615,"-",,,"PGF_00344050",,204,,"SLATT domain-containing protein",
"Achromobacter denitrificans GW210008_S56","32002.59","JARJLK010000020","fig|32002.59.peg.1926","P3W52_01030",,"PATRIC.32002.59.JARJLK010000020.CDS.11809.12399.fwd","PATRIC","CDS",11809,12399,591,"+",,,,,196,,"SLATT domain-containing protein",
"Xanthomonas translucens pv. arrhenatheri LMG 727","320326.7","CP086333","fig|320326.7.peg.192","KM317_00865",,"PATRIC.320326.7.CP086333.CDS.212760.213371.fwd","PATRIC","CDS",212760,213371,612,"+",,"PLF_338_00031741","PGF_05005057",,203,,"SLATT domain-containing protein",
"Parabacteroides goldsteinii strain L3_068_000M1_dasL3_068_000M1_metabat.metabat.74","328812.149","JAGZZC010000031","fig|328812.149.peg.2648","KH387_16840",,"PATRIC.328812.149.JAGZZC010000031.CDS.925.1494.fwd","PATRIC","CDS",925,1494,570,"+",,,,,189,,"SLATT domain-containing protein",
"Xanthomonas campestris strain NCPPB 4037","339.241","JAJFNC010000019","fig|339.241.peg.1828","LLE60_18400",,"PATRIC.339.241.JAJFNC010000019.CDS.109632.110258.fwd","PATRIC","CDS",109632,110258,627,"+",,"PLF_338_00048249","PGF_06478799",,208,,"SLATT domain-containing protein",
"Xanthomonas campestris strain NCPPB 4037","339.253","JAJFNC010000019","fig|339.253.peg.1828","LLE60_18400",,"PATRIC.339.253.JAJFNC010000019.CDS.109632.110258.fwd","PATRIC","CDS",109632,110258,627,"+",,"PLF_338_00048249","PGF_06478799",,208,,"SLATT domain-containing protein",
"Xanthomonas campestris NCPPB 4037","339.272","JAJFNC010000019","fig|339.272.peg.1828","LLE60_18400",,"PATRIC.339.272.JAJFNC010000019.CDS.109632.110258.fwd","PATRIC","CDS",109632,110258,627,"+",,"PLF_338_00048249","PGF_06478799",,208,,"SLATT domain-containing protein",
"Azospirillum sp. SMAG_U11980","34012.45","DASPIJ010000156","fig|34012.45.peg.2951","VD860_14510",,"PATRIC.34012.45.DASPIJ010000156.CDS.10840.11490.fwd","PATRIC","CDS",10840,11490,651,"+",,,,,216,,"SLATT domain-containing protein",
"Rhodovulum sulfidophilum strain AB23","35806.49","JAESJH010000114","fig|35806.49.peg.194","JMM61_20550",,"PATRIC.35806.49.JAESJH010000114.CDS.490.1086.fwd","PATRIC","CDS",490,1086,597,"+",,,,,198,,"SLATT domain-containing protein",
"Mycobacterium crocinum JCM 16369","388459.4","CP092362","fig|388459.4.peg.1807","MI149_08895",,"PATRIC.388459.4.CP092362.CDS.1823159.1823659.rev","PATRIC","CDS",1823159,1823659,501,"-",,,"PGF_12718867",,166,,"SLATT domain-containing protein",
"Mycobacterium crocinum DSM 45433","388459.5","JACKTV010000004","fig|388459.5.peg.49","H7J51_00230",,"PATRIC.388459.5.JACKTV010000004.CDS.1738.2238.fwd","PATRIC","CDS",1738,2238,501,"+",,,"PGF_12718867",,166,,"SLATT domain-containing protein",
"Cereibacter changlensis strain SBBC","402884.8","SWAU01000028","fig|402884.8.peg.2578","FAZ78_04915",,"PATRIC.402884.8.SWAU01000028.CDS.757.1275.fwd","PATRIC","CDS",757,1275,519,"+",,,,,172,,"SLATT domain-containing protein",
"Stenotrophomonas maltophilia strain PEG-68","40324.1427","CP040434","fig|40324.1427.peg.1771","FEO93_08850",,"PATRIC.40324.1427.CP040434.CDS.1870484.1871026.rev","PATRIC","CDS",1870484,1871026,543,"-",,,,,180,,"SLATT domain-containing protein",
"Stenotrophomonas maltophilia 38_FDSW202186536-1r-8","40324.2365","JAEDVN010000008","fig|40324.2365.peg.2079","JAK64_04455",,"PATRIC.40324.2365.JAEDVN010000008.CDS.75240.75782.fwd","PATRIC","CDS",75240,75782,543,"+",,,,,180,,"SLATT domain-containing protein",
"Stenotrophomonas maltophilia Fux382_bin29","40324.2721","JAIRVM010000047","fig|40324.2721.peg.2563","LBI83_18440",,"PATRIC.40324.2721.JAIRVM010000047.CDS.67813.68355.rev","PATRIC","CDS",67813,68355,543,"-",,,,,180,,"SLATT domain-containing protein",
"Stenotrophomonas maltophilia ism6","40324.2785","JAVSKQ010000001","fig|40324.2785.peg.1359","ROV84_06725",,"PATRIC.40324.2785.JAVSKQ010000001.CDS.1524288.1524905.rev","PATRIC","CDS",1524288,1524905,618,"-",,"PLF_40323_00047723","PGF_09622949",,205,,"SLATT domain-containing protein",
"Methylomonas sp. SO_2017_LW3 bin 4","418.20","JALOBS010000026","fig|418.20.peg.4807","M0R33_17860",,"PATRIC.418.20.JALOBS010000026.CDS.62530.62904.fwd","PATRIC","CDS",62530,62904,375,"+",,,,,124,,"SLATT domain-containing protein",
"Pseudomonas taiwanensis strain CC","470150.6","CP062699","fig|470150.6.peg.639","ICN73_03175",,"PATRIC.470150.6.CP062699.CDS.707824.708441.rev","PATRIC","CDS",707824,708441,618,"-",,,,,205,,"SLATT domain-containing protein",
"Micromonospora echinofusca strain MPMI6","47858.5","WVUH01000040","fig|47858.5.peg.4669","GSF22_07605",,"PATRIC.47858.5.WVUH01000040.CDS.28040.28642.fwd","PATRIC","CDS",28040,28642,603,"+",,,,,200,,"SLATT domain-containing protein",
"Pseudomonas oryzihabitans GXM4","47885.67","JAVSJB010000028","fig|47885.67.peg.5155","RND78_25410",,"PATRIC.47885.67.JAVSJB010000028.CDS.2378.2950.fwd","PATRIC","CDS",2378,2950,573,"+",,,,,190,,"SLATT domain-containing protein",
"Paenibacillus taichungensis 53b","484184.17","JAVLTD010000002","fig|484184.17.peg.4400","RJQ12_19775",,"PATRIC.484184.17.JAVLTD010000002.CDS.905985.906578.rev","PATRIC","CDS",905985,906578,594,"-",,,,,197,,"SLATT domain-containing protein",
"Aerococcus urinaeequi 2020-HN-1","51665.39","CP114063","fig|51665.39.peg.375","OZ415_01870",,"PATRIC.51665.39.CP114063.CDS.363030.363437.rev","PATRIC","CDS",363030,363437,408,"-",,,,,135,,"SLATT domain-containing protein",
"Pseudomonas sp. 4B","528574.4","VCSJ01000020","fig|528574.4.peg.2803","FG879_27805",,"PATRIC.528574.4.VCSJ01000020.CDS.21738.22280.fwd","PATRIC","CDS",21738,22280,543,"+",,"PLF_286_00061514","PGF_06847184",,180,,"SLATT domain-containing protein",
"Actinomyces oris ORNL 0101","544580.655","JAXBCZ010000001","fig|544580.655.peg.517","QU665_02375",,"PATRIC.544580.655.JAXBCZ010000001.CDS.531196.531789.rev","PATRIC","CDS",531196,531789,594,"-",,"PLF_1654_00031681","PGF_07023457",,197,,"SLATT domain-containing protein",
"Magnetospirillum gryphiswaldense strain NC_groundwater_311_Ag_B-0.1um_64_13","55518.4","JACPDO010000026","fig|55518.4.peg.2641","HYU59_11875",,"PATRIC.55518.4.JACPDO010000026.CDS.204960.205526.rev","PATRIC","CDS",204960,205526,567,"-",,,,,188,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 090519-1/13A","55601.260","RDPB01000411","fig|55601.260.peg.4477","EAY40_21890",,"PATRIC.55601.260.RDPB01000411.CDS.56.398.fwd","PATRIC","CDS",56,398,343,"+",,"PLF_662_00125508","PGF_03824523",,114,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 030905-1/1A","55601.261","RDPM01001004","fig|55601.261.peg.53","EAY71_24735",,"PATRIC.55601.261.RDPM01001004.CDS.1.308.fwd","PATRIC","CDS",1,308,308,"+",,"PLF_662_00125508","PGF_03824523",,102,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 990909-1/2A","55601.263","RDPO01000945","fig|55601.263.peg.5239","EAY83_24460",,"PATRIC.55601.263.RDPO01000945.CDS.112.450.rev","PATRIC","CDS",112,450,339,"-",,"PLF_662_00146833","PGF_03842210",,112,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 040809-1/2A","55601.267","RDPJ01000735","fig|55601.267.peg.5619","EAY31_25690",,"PATRIC.55601.267.RDPJ01000735.CDS.1.327.rev","PATRIC","CDS",1,327,327,"-",,"PLF_662_00125508","PGF_03824523",,109,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 131108-2/1","55601.271","RDPR01000768","fig|55601.271.peg.4975","EAY73_23635",,"PATRIC.55601.271.RDPR01000768.CDS.51.392.fwd","PATRIC","CDS",51,392,342,"+",,"PLF_662_00125508","PGF_03824523",,114,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 17-16730-2A","55601.272","RDOM01000925","fig|55601.272.peg.5649","EAY07_24780",,"PATRIC.55601.272.RDOM01000925.CDS.79.399.fwd","PATRIC","CDS",79,399,321,"+",,"PLF_662_00125508","PGF_03824523",,107,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 100721-1/3A","55601.274","RDOX01000731","fig|55601.274.peg.4806","EAY16_21900",,"PATRIC.55601.274.RDOX01000731.CDS.535.872.rev","PATRIC","CDS",535,872,338,"-",,"PLF_662_00146833","PGF_03842210",,111,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 171013-1/4","55601.275","RDOS01001415","fig|55601.275.peg.1213","EAY22_26785",,"PATRIC.55601.275.RDOS01001415.CDS.1.240.rev","PATRIC","CDS",1,240,240,"-",,"PLF_662_00125508","PGF_03824523",,80,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 178581-2","55601.282","RDPK01000776","fig|55601.282.peg.4438","EA831_23785",,"PATRIC.55601.282.RDPK01000776.CDS.461.790.rev","PATRIC","CDS",461,790,330,"-",,"PLF_662_00146833","PGF_03842210",,109,,"SLATT domain-containing protein",
"Vibrio anguillarum strain 980617-1/3A","55601.296","RDOP01000098","fig|55601.296.peg.6015","EAY39_18645",,"PATRIC.55601.296.RDOP01000098.CDS.2386.3045.fwd","PATRIC","CDS",2386,3045,660,"+",,"PLF_662_00125508","PGF_03824523",,219,,"SLATT domain-containing protein",
"Lentzea sp. SMAG_U14366","56099.26","DATLEC010000209","fig|56099.26.peg.5581","VM306_32275",,"PATRIC.56099.26.DATLEC010000209.CDS.16528.16983.fwd","PATRIC","CDS",16528,16983,456,"+",,,,,151,,"SLATT domain-containing protein",
"Escherichia coli IPR_LC17","562.112531","JAOZFB010000001","fig|562.112531.peg.7750","OIU89_18430",,"PATRIC.562.112531.JAOZFB010000001.CDS.3499790.3500353.fwd","PATRIC","CDS",3499790,3500353,564,"+",,"PLF_561_00062635","PGF_05025618",,187,,"SLATT domain-containing protein",
"Escherichia coli CrlO157","562.112616","JAOWOJ010000010","fig|562.112616.peg.764","OHD02_03630",,"PATRIC.562.112616.JAOWOJ010000010.CDS.324502.325143.rev","PATRIC","CDS",324502,325143,642,"-",,,,,,,"SLATT domain-containing protein",
"Escherichia coli Crl154395","562.112617","JAOWOL010000001","fig|562.112617.peg.4673","OHD36_22285",,"PATRIC.562.112617.JAOWOL010000001.CDS.4426647.4427288.fwd","PATRIC","CDS",4426647,4427288,642,"+",,,,,,,"SLATT domain-containing protein",
"Escherichia coli L2M4-06","562.123946","JARBGA010000228","fig|562.123946.peg.2764","PVX76_12625",,"PATRIC.562.123946.JARBGA010000228.CDS.742.1057.rev","PATRIC","CDS",742,1057,316,"-",,"PLF_561_00078708","PGF_08225224",,104,,"SLATT domain-containing protein",
"Escherichia coli LEH-24","562.124134","JARFNP010000005","fig|562.124134.peg.3858","OT480_09235",,"PATRIC.562.124134.JARFNP010000005.CDS.240105.240572.rev","PATRIC","CDS",240105,240572,468,"-",,"PLF_561_00050454","PGF_00075575",,155,,"SLATT domain-containing protein",
"Escherichia coli 53124","562.134169","JANFIX010000009","fig|562.134169.peg.2083","NOI83_10075",,"PATRIC.562.134169.JANFIX010000009.CDS.148708.149175.rev","PATRIC","CDS",148708,149175,468,"-",,"PLF_561_00050454","PGF_00075575",,155,,"SLATT domain-containing protein",
"Escherichia coli 22a1234","562.147922","JAXBUM010000053","fig|562.147922.peg.3939","SMA51_19280",,"PATRIC.562.147922.JAXBUM010000053.CDS.24041.24382.fwd","PATRIC","CDS",24041,24382,342,"+",,,,,,,"SLATT domain-containing protein",
"Escherichia coli strain 623207","562.39014","RVND01000023","fig|562.39014.peg.3684","EBD58_17610",,"PATRIC.562.39014.RVND01000023.CDS.73869.74510.rev","PATRIC","CDS",73869,74510,642,"-",,,,,,,"SLATT domain-containing protein",
"Escherichia coli strain SCU-397","562.61595","CP054828","fig|562.61595.peg.34","HPE43_00130",,"PATRIC.562.61595.CP054828.CDS.24672.25176.rev","PATRIC","CDS",24672,25176,505,"-",,,,,,,"SLATT domain-containing protein",
"Escherichia coli strain C41","562.63698","JAANMD010000072","fig|562.63698.peg.5099","G9H34_25920",,"PATRIC.562.63698.JAANMD010000072.CDS.6244.6771.rev","PATRIC","CDS",6244,6771,528,"-",,"PLF_561_00078708","PGF_08225224",,175,,"SLATT domain-containing protein",
"Escherichia coli strain RIVM_C036689","562.70596","CP068995","fig|562.70596.peg.1317","JNN74_06340",,"PATRIC.562.70596.CP068995.CDS.1307312.1307838.fwd","PATRIC","CDS",1307312,1307838,527,"+",,,,,,,"SLATT domain-containing protein",
"Escherichia coli strain FC5","562.72059","JAFJXO010000394","fig|562.72059.peg.3324","JZM05_26230",,"PATRIC.562.72059.JAFJXO010000394.CDS.109.429.rev","PATRIC","CDS",109,429,321,"-",,"PLF_561_00078708","PGF_08225224",,106,,"SLATT domain-containing protein",
"Escherichia coli strain ZWEC312","562.76438","JAHKVA010000005","fig|562.76438.peg.4195","KPJ08_07590",,"PATRIC.562.76438.JAHKVA010000005.CDS.120238.120764.rev","PATRIC","CDS",120238,120764,527,"-",,,,,,,"SLATT domain-containing protein",
"Escherichia coli strain CORE_Eco1","562.77999","JAFMPJ010000002","fig|562.77999.peg.1990","J1795_03990",,"PATRIC.562.77999.JAFMPJ010000002.CDS.331279.331807.rev","PATRIC","CDS",331279,331807,529,"-",,,,,,,"SLATT domain-containing protein",
"Xanthomonas arboricola Xanthomonas sp. CPBF 554","56448.190","LR962896","fig|56448.190.peg.4767","X12_004428",,"PATRIC.56448.190.LR962896.CDS.5160111.5160725.rev","PATRIC","CDS",5160111,5160725,615,"-",,"PLF_338_00048249","PGF_06478799",,204,,"SLATT domain-containing protein",
"Xanthomonas arboricola WHRI 6013","56448.192","JAYFSM010000023","fig|56448.192.peg.1861","VB145_14025",,"PATRIC.56448.192.JAYFSM010000023.CDS.7607.8221.rev","PATRIC","CDS",7607,8221,615,"-",,"PLF_338_00048249","PGF_06478799",,204,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain 3600","573.29565","JAAASL010000130","fig|573.29565.peg.550","GV668_24535",,"PATRIC.573.29565.JAAASL010000130.CDS.1.486.rev","PATRIC","CDS",1,486,486,"-",,"PLF_570_00062061","PGF_05025618",,162,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain KPM_60","573.30890","JAAJRV010000892","fig|573.30890.peg.7618","G5637_33395",,"PATRIC.573.30890.JAAJRV010000892.CDS.27.549.fwd","PATRIC","CDS",27,549,523,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain CrA11iii","573.33834","SSCA01000077","fig|573.33834.peg.5102","E6P90_27935",,"PATRIC.573.33834.SSCA01000077.CDS.1.226.fwd","PATRIC","CDS",1,226,226,"+",,,"PGF_08225224",,74,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain NK1661","573.33884","JACXTM010000009","fig|573.33884.peg.10494","IE995_29615",,"PATRIC.573.33884.JACXTM010000009.CDS.1468.1875.fwd","PATRIC","CDS",1468,1875,408,"+",,,,,135,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain NK1661","573.33884","JACXTM010000009","fig|573.33884.peg.10506","IE995_29665",,"PATRIC.573.33884.JACXTM010000009.CDS.7248.7560.fwd","PATRIC","CDS",7248,7560,313,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella pneumoniae strain NK1594","573.33893","JACXTF010000008","fig|573.33893.peg.14635","IE988_31805",,"PATRIC.573.33893.JACXTF010000008.CDS.4629.4877.rev","PATRIC","CDS",4629,4877,249,"-",,,"PGF_08225224",,82,,"SLATT domain-containing protein",
